0.000000,35.277767,4.000000,
0.000000,41.039082,5.000000,
0.000000,46.866596,6.000000,
0.000000,52.118271,7.000000,
1.000000,30.936209,2.000000,
1.000000,32.097553,2.500000,
1.000000,34.547089,3.000000,
1.000000,37.387859,3.500000,
2.000000,27.123806,1.000000,
2.000000,28.610279,1.250000,
2.000000,30.850925,1.500000,
2.000000,32.242126,1.750000,
3.000000,25.328686,0.500000,
3.000000,26.718433,0.625000,
3.000000,27.954111,0.750000,
3.000000,29.315588,0.875000,
4.000000,23.390949,0.250000,
4.000000,25.379179,0.312500,
4.000000,26.311878,0.375000,
4.000000,27.683737,0.437500,
5.000000,21.974419,0.125000,
5.000000,23.856827,0.156250,
5.000000,24.921799,0.187500,
5.000000,25.248760,0.218750,
6.000000,20.332617,0.062500,
6.000000,21.167414,0.078125,
6.000000,21.530832,0.093750,
6.000000,22.970659,0.109375,
