0.000000,37.080948,4.000000,
0.000000,36.144352,5.000000,
0.000000,51.051250,6.000000,
0.000000,47.234867,7.000000,
1.000000,23.891859,2.000000,
1.000000,25.240831,2.500000,
1.000000,28.054798,3.000000,
1.000000,29.585348,3.500000,
2.000000,20.876577,1.000000,
2.000000,22.188009,1.250000,
2.000000,23.727612,1.500000,
2.000000,24.817976,1.750000,
3.000000,19.737389,0.500000,
3.000000,20.765642,0.625000,
3.000000,21.270212,0.750000,
3.000000,21.647985,0.875000,
4.000000,19.050226,0.250000,
4.000000,19.584871,0.312500,
4.000000,20.107716,0.375000,
4.000000,20.453058,0.437500,
5.000000,18.119396,0.125000,
5.000000,18.500414,0.156250,
5.000000,19.080194,0.187500,
5.000000,19.393562,0.218750,
6.000000,18.169453,0.062500,
6.000000,18.417194,0.078125,
6.000000,18.607185,0.093750,
6.000000,18.807072,0.109375,
