2.000000,512.000000,35.616104,4.500000,
2.000000,1024.000000,37.552940,5.000000,
2.000000,2048.000000,38.928612,5.500000,
2.000000,4096.000000,39.903389,6.000000,
2.000000,8192.000000,41.479702,6.500000,
2.000000,16384.000000,42.783012,7.000000,
2.000000,512.000000,38.185741,4.500000,
2.000000,1024.000000,40.814079,5.000000,
2.000000,2048.000000,41.816074,5.500000,
2.000000,4096.000000,42.970795,6.000000,
2.000000,8192.000000,46.381748,6.500000,
2.000000,16384.000000,49.941166,7.000000,
4.000000,512.000000,30.678522,2.250000,
4.000000,1024.000000,31.787758,2.500000,
4.000000,2048.000000,32.812489,2.750000,
4.000000,4096.000000,34.136917,3.000000,
4.000000,8192.000000,35.101982,3.250000,
4.000000,16384.000000,36.129581,3.500000,
