1,1,16,35.734966,4.000000
1,1,32,41.706547,5.000000
1,1,64,47.550698,6.000000
1,1,128,51.781352,7.000000
1,2,16,26.665259,2.000000
1,2,32,29.933728,2.500000
1,2,64,32.904070,3.000000
1,2,128,35.732783,3.500000
1,2,256,38.689307,4.000000
1,2,512,41.670592,4.500000
1,2,1024,44.598208,5.000000
1,2,2048,47.378290,5.500000
1,2,4096,50.081700,6.000000
1,2,8192,53.270761,6.500000
1,2,16384,56.567200,7.000000
2,1,16,30.008999,2.000000
2,1,32,31.497044,2.500000
2,1,64,33.784620,3.000000
2,1,128,36.998135,3.500000
2,1,256,40.206860,4.000000
2,1,512,43.166475,4.500000
2,1,1024,46.081894,5.000000
2,1,2048,48.887485,5.500000
2,1,4096,51.649637,6.000000
2,1,8192,55.147448,6.500000
2,1,16384,58.789586,7.000000
2,2,16,25.722751,1.000000
2,2,32,27.263475,1.250000
2,2,64,28.529006,1.500000
2,2,128,29.953297,1.750000
2,2,256,31.301695,2.000000
2,2,512,32.625848,2.250000
2,2,1024,34.023029,2.500000
2,2,2048,35.488393,2.750000
2,2,4096,37.021034,3.000000
2,2,8192,38.473125,3.250000
2,2,16384,39.893685,3.500000
2,4,16,23.874622,0.500000
2,4,32,24.823184,0.625000
2,4,64,25.453419,0.750000
2,4,128,26.213412,0.875000
2,4,256,27.193529,1.000000
2,4,512,28.057772,1.125000
2,4,1024,28.797621,1.250000
2,4,2048,29.511262,1.375000
2,4,4096,30.245937,1.500000
2,4,8192,30.992797,1.625000
2,4,16384,31.728810,1.750000
4,2,16,24.349748,0.500000
4,2,32,25.106978,0.625000
4,2,64,26.046261,0.750000
4,2,128,26.993130,0.875000
4,2,256,27.764988,1.000000
4,2,512,28.552358,1.125000
4,2,1024,29.545335,1.250000
4,2,2048,30.640942,1.375000
4,2,4096,31.421096,1.500000
4,2,8192,32.229242,1.625000
4,2,16384,32.930133,1.750000
4,4,16,22.969602,0.250000
4,4,32,23.417996,0.312500
4,4,64,24.085834,0.375000
4,4,128,24.699697,0.437500
4,4,256,25.265601,0.500000
4,4,512,25.854251,0.562500
4,4,1024,26.412509,0.625000
4,4,2048,26.882557,0.687500
4,4,4096,27.358630,0.750000
4,4,8192,27.882443,0.812500
4,4,16384,28.403826,0.875000
4,8,16,21.889979,0.125000
4,8,32,22.502032,0.156250
4,8,64,22.943026,0.187500
4,8,128,23.475956,0.218750
4,8,256,23.874712,0.250000
4,8,512,24.188410,0.281250
4,8,1024,24.500869,0.312500
4,8,2048,24.802412,0.343750
4,8,4096,25.071038,0.375000
4,8,8192,25.332387,0.406250
4,8,16384,25.608379,0.437500
8,4,16,22.063582,0.125000
8,4,32,22.596742,0.156250
8,4,64,23.091376,0.187500
8,4,128,23.516867,0.218750
8,4,256,23.938987,0.250000
8,4,512,24.323847,0.281250
8,4,1024,24.699139,0.312500
8,4,2048,25.040742,0.343750
8,4,4096,25.358221,0.375000
8,4,8192,25.635267,0.406250
8,4,16384,25.972449,0.437500
8,8,16,21.246135,0.062500
8,8,32,21.817568,0.078125
8,8,64,22.258276,0.093750
8,8,128,22.587258,0.109375
8,8,256,22.938057,0.125000
8,8,512,23.253157,0.140625
8,8,1024,23.514395,0.156250
8,8,2048,23.713081,0.171875
8,8,4096,23.890023,0.187500
8,8,8192,24.092010,0.203125
8,8,16384,24.280214,0.218750
