582,555,456,439
530,501,406,401
494,471,390,373
456,428,358,320
407,378,317,365
457,732,700,726
543,460,561,387
658,157,572,385
301,171,181,308
114,-120,80,-119
-61,-2,-284,-65
-105,-273,-124,-254
-429,-430,-426,-311
-281,-447,-433,-525
-564,-666,-620,-488
-148,471,64,555
140,333,-64,-56
255,-27,218,-53
-199,-257,163,-268
-32,-165,-218,-355
-123,44,-80,51
4,-36,-56,-148
-4,1,-142,-155
4,13,-144,-120
-57,-765,-213,-764
-685,224,-716,30
375,96,354,567
137,52,493,525
22,53,569,594
75,-191,608,453
228,489,650,606
575,595,630,637
627,635,646,672
624,668,693,717
710,704,716,776
492,132,289,-200
277,329,-131,-179
464,304,202,-52
249,400,98,88
109,113,-78,-21
376,795,13,635
749,730,768,743
705,678,754,755
688,558,747,435
335,363,272,294
315,305,268,296
311,303,290,270
289,283,263,262
260,258,287,298
220,524,417,545
573,612,444,351
629,285,536,369
497,529,276,491
165,275,293,266
291,-11,520,364
-171,-133,20,-180
-180,-309,-323,-458
-443,-435,-448,-419
-576,-613,-583,-289
-632,-391,-421,-352
314,523,428,414
-197,-398,-204,-391
76,308,-200,288
486,8,484,303
-169,-291,36,-201
-123,21,-135,61
-92,-220,-93,-231
-217,-228,-212,-220
-235,-227,-243,-253
-304,-765,-334,-766
-748,-118,-754,65
218,197,174,203
303,524,306,632
644,666,692,659
829,747,799,739
613,747,714,767
779,783,682,542
746,743,834,716
743,746,751,734
758,742,624,85
16,-192,-194,-170
-181,-163,-123,202
219,21,132,139
-57,52,-135,43
-83,475,426,704
595,591,664,692
644,667,720,767
684,650,673,246
369,80,181,-119
254,317,257,307
297,293,318,344
307,308,346,364
335,335,381,363
354,377,310,503
667,637,711,634
622,474,541,508
376,561,391,368
202,159,469,-94
340,229,271,211
32,-132,127,-125
-252,-440,-408,-413
-485,-52,-104,-175
-284,-544,-598,-616
-600,169,-338,106
57,-128,284,387
599,393,671,294
-120,-291,-110,-257
-192,209,-225,227
497,450,529,542
-157,-199,25,-58
-55,50,-48,52
-104,-202,-150,-166
-223,-216,-204,-225
-238,-264,-227,-253
-347,-766,-379,-766
-731,-127,-727,343
-26,104,740,659
431,475,659,581
306,569,570,540
541,667,425,646
694,715,638,656
695,706,655,602
702,706,411,636
706,660,693,665
-44,-161,-65,-114
-126,-56,19,-29
112,181,42,50
-87,105,-137,282
39,582,671,667
685,648,655,686
671,694,727,787
777,642,591,233
211,133,170,186
161,-311,-40,-433
314,368,380,372
393,384,365,357
371,363,360,364
359,357,361,350
379,687,437,677
675,584,620,538
489,485,481,456
504,322,527,477
420,308,361,378
-64,262,371,149
73,192,94,190
135,104,236,-71
-288,-638,-391,-55
-467,-177,-113,-308
-203,192,-59,95
579,590,696,571
611,177,556,150
-141,-345,-29,-384
-234,-245,-277,-125
2,420,227,168
283,-61,398,-3
-61,87,-46,43
-176,-140,-198,-100
-159,-173,-135,-146
-177,-184,-147,-162
-322,-768,-256,-765
-710,275,-750,-46
428,476,311,367
558,744,284,602
818,621,456,423
545,583,530,393
541,575,459,538
601,493,508,558
378,592,706,706
601,589,708,530
141,210,256,130
113,232,166,-2
171,34,103,561
300,688,758,710
661,694,746,795
766,779,777,800
814,532,504,80
159,162,108,163
136,176,116,174
-181,-442,-282,-441
362,355,357,344
353,350,334,327
342,352,319,323
365,338,317,352
447,488,524,554
608,531,435,468
463,441,585,478
508,443,418,447
293,94,241,217
149,345,121,6
101,-93,58,76
19,-152,74,-35
-259,-333,-13,60
-258,1,-31,-332
-335,-154,-319,-364
515,485,46,334
482,285,290,451
234,-333,415,267
-323,-4,-312,25
213,175,242,178
354,120,291,196
-33,38,-44,-41
-142,-98,-85,-77
-111,-138,-98,-130
-138,-139,-155,-185
-229,-767,-305,-767
-750,-707,-739,-576
-93,-115,-197,-252
-392,-51,-423,-431
163,225,43,436
647,657,621,656
689,675,719,775
705,782,758,790
777,789,757,487
585,193,171,236
234,204,260,162
79,479,686,820
769,833,779,784
782,795,791,785
792,768,779,798
807,422,379,11
73,95,59,53
21,178,-6,136
111,171,85,115
-394,-432,-486,-423
348,325,287,279
325,293,285,272
284,297,261,246
280,406,268,453
554,551,548,498
419,165,354,200
147,468,-19,-327
562,526,-101,245
483,442,359,307
422,424,239,176
340,304,96,9
234,78,-70,-177
-74,-262,-193,-234
-330,-332,-273,-294
-346,-335,-324,-361
-473,4,-295,-326
364,527,188,437
433,342,466,281
147,13,228,252
202,133,234,290
199,337,358,413
80,-177,147,-229
-118,-167,-159,-194
-207,-238,-197,-228
-255,-269,-236,-260
-335,-764,-327,-765
-713,189,-727,100
301,241,317,322
-166,-11,351,325
451,747,470,433
730,766,490,541
803,825,523,424
783,644,303,302
286,162,252,232
298,78,76,406
275,760,821,784
790,787,788,810
793,796,806,795
790,784,800,776
780,363,314,-10
9,1,53,-22
26,40,5,51
-30,101,-60,62
108,-83,74,-337
-593,-403,-593,-402
287,276,307,288
278,249,294,267
241,238,255,263
295,485,312,479
499,404,457,352
260,68,180,-47
-18,-158,-169,-218
-492,-504,-323,-442
-303,-36,-531,-569
87,80,-472,-321
2,4,-163,22
-32,-152,-24,-95
-164,-267,-116,-165
-216,-269,-175,-132
-252,-162,-17,-11
-31,-75,7,63
-245,300,-182,-48
461,369,436,398
207,252,267,192
340,240,273,309
220,192,279,375
-65,-226,48,-180
-169,-190,-137,-173
-183,-197,-181,-201
-224,-242,-209,-238
-309,-762,-292,-761
-735,-58,-713,305
80,90,489,454
177,471,827,405
427,32,-128,5
39,29,98,83
0,-21,111,166
-15,-63,345,520
-64,190,732,856
622,845,817,784
785,804,795,779
796,797,790,784
796,810,803,726
732,254,179,-31
-22,-13,-8,-23
2,-50,-11,-50
-45,3,-80,-24
-62,33,-124,18
-26,-479,-134,-579
-572,-428,-560,-441
321,310,313,312
310,291,340,316
285,261,323,255
298,441,279,432
401,293,418,257
94,-204,-53,-435
-329,-369,-533,-531
-407,-360,-510,-377
-467,-481,-430,-394
-561,-544,-571,-519
-602,-317,-568,-239
-112,-275,-144,-625
-194,-97,-472,-189
7,110,110,149
30,7,73,265
5,34,212,270
84,-147,280,258
212,397,168,327
314,237,382,290
155,270,205,139
323,301,233,313
373,-11,306,257
-99,-118,-59,-58
-123,-142,-100,-118
-163,-163,-128,-134
-217,-763,-225,-762
-732,12,-738,20
235,294,159,118
381,-209,131,-93
5,489,95,45
530,614,186,176
651,721,174,180
741,767,208,251
758,756,286,332
805,828,384,412
828,815,493,517
802,807,582,620
692,113,87,-15
-56,-35,-58,-75
-57,-58,-72,-60
-13,-60,-36,-80
-72,-23,-94,-33
-132,-29,-146,-45
-266,-604,-233,-606
-562,-440,-562,-438
340,319,302,280
334,306,264,246
313,198,227,112
276,448,326,486
410,240,381,100
-136,-498,-306,-472
-507,-579,-472,-569
-534,-403,-511,-447
-427,-361,-410,-379
-478,-567,-433,-551
-441,329,-263,469
41,-644,-147,-626
-377,-183,-69,136
224,310,472,309
211,286,337,171
170,170,136,149
261,452,228,-236
40,46,-631,-411
356,333,274,339
264,159,314,191
103,170,84,55
293,325,72,277
135,-100,370,171
-97,-101,-86,-69
-102,-131,-102,-11
-151,-761,-101,-765
-732,-3,-734,-11
152,128,115,157
208,93,183,73
113,70,167,210
119,196,83,111
174,195,147,199
208,200,212,169
172,189,188,205
191,180,200,243
215,166,177,92
178,552,416,544
108,-143,461,-149
-51,-99,-120,-101
-63,-55,-97,-69
-46,-118,-81,-178
-88,-31,-160,-98
-190,-35,-209,-22
-125,-631,-62,-645
-560,-441,-564,-435
253,231,304,286
234,222,300,330
137,-27,70,74
407,458,475,408
285,184,463,620
105,95,621,476
-296,-546,217,-118
-523,-498,-466,-476
-463,-418,-511,-442
-447,-567,-415,-542
-53,412,116,272
-359,-567,-521,-530
-39,127,-32,130
478,322,378,403
284,93,199,-323
-105,-345,-574,-597
-518,-655,-577,-171
-429,-246,266,312
116,315,184,257
335,230,309,216
64,32,73,1
-8,-6,-8,-88
85,187,-108,-87
151,-78,-78,4
-9,-22,18,-7
-108,-762,-104,-763
-735,-18,-731,-62
104,210,106,179
115,60,92,65
154,217,164,190
157,38,151,156
131,192,116,172
181,187,161,135
194,168,208,172
182,256,294,85
32,348,191,386
460,563,481,289
268,-25,-565,-49
-226,-82,-194,-173
-102,-101,-42,-113
-166,-202,-220,-301
-148,-109,-205,-121
-241,96,-282,220
-29,-650,-2,-659
-566,-426,-573,-415
343,337,385,371
343,353,394,252
-39,262,-108,229
468,420,413,482
571,545,550,517
524,388,481,451
154,-9,364,167
-220,-454,-65,-276
-466,-522,-479,-490
-444,-500,-510,-406
272,54,259,-163
-606,-490,-629,-426
-11,-22,-42,-39
231,188,-217,-563
-457,-618,-611,-585
-569,-618,-599,-536
-226,299,229,174
163,190,236,262
181,212,237,142
287,186,217,117
49,-26,1,-73
-85,-90,-172,-131
-169,-181,-138,-219
-214,-226,-291,-384
7,48,-96,63
-55,-764,-93,-763
-736,-58,-737,-35
94,191,106,181
75,43,89,60
154,144,109,145
147,150,99,148
159,125,141,156
130,164,147,171
220,259,208,235
128,25,-37,246
319,349,242,289
336,-492,-242,-588
-589,-112,-593,-393
-165,-267,-106,-225
-101,-128,-169,-188
-260,-229,-302,-239
-197,-155,-224,-251
-305,276,-319,-422
-27,-655,-479,-604
-581,-396,-603,-391
446,420,403,408
502,19,375,-157
-56,185,25,144
339,468,321,404
495,462,424,410
465,439,394,397
397,298,334,152
146,-97,-15,4
-323,-496,-28,-397
-499,-292,-541,-133
236,-334,152,-429
-620,-341,-586,-290
-106,-41,-163,-130
-481,-611,-647,-592
-591,-588,-605,-597
-641,-121,-500,262
326,338,325,432
385,314,327,291
266,69,244,34
80,48,-174,-41
-79,-156,-119,-223
-239,-221,-235,-223
-101,-214,-104,-219
-312,-464,-260,-329
-150,45,24,119
-79,-762,8,-764
-742,-50,-736,-111
127,165,161,154
69,109,74,146
105,159,125,153
138,155,182,140
151,158,147,137
149,175,198,184
247,108,198,-108
32,281,141,215
258,-163,-75,-504
-537,-456,-429,-464
-566,-517,-531,-654
-102,-235,-363,-162
-244,-252,-287,-315
-342,-332,-323,-319
-315,-284,-320,-331
-373,-648,-411,-601
-609,-591,-583,-603
-616,-385,-625,-383
379,409,379,397
133,-154,-14,-119
32,-5,-32,-112
209,319,117,245
359,345,309,321
344,353,311,309
289,110,236,90
-115,-348,-36,-110
-171,-413,-325,-471
-602,-14,-642,-93
101,-507,-28,-579
-531,-262,-481,-292
-199,-213,-220,-280
-639,-593,-659,-600
-600,-646,-621,-510
-127,261,181,152
388,371,290,325
316,268,325,240
134,-5,72,-62
-305,-328,-328,-498
-189,-280,-422,-335
-264,-291,-314,-338
-160,-176,-211,-146
-243,-266,-192,-303
-10,40,-99,45
-20,-761,-51,-760
-733,-36,-736,-24
193,157,175,75
65,133,53,129
149,109,127,132
137,98,134,157
152,187,153,147
190,228,211,127
-62,-52,-120,-116
-26,229,187,375
-323,-443,-260,-456
-429,-462,-435,-469
-345,222,-374,179
-24,-272,129,-300
-311,-363,-330,-356
-346,-362,-355,-382
-372,-356,-387,-244
-532,-681,172,80
-632,-595,-295,-645
-629,-377,-623,-376
416,384,435,344
-104,-70,-167,-7
-154,-192,-281,-316
-11,117,-130,-50
191,295,72,210
291,285,208,252
219,74,238,73
-20,-138,-35,-82
-124,-399,-92,-99
-637,-241,-554,-319
-288,-590,-285,-618
-444,-279,-378,-265
-223,-339,-217,-395
-670,-595,-674,-594
-673,-228,-651,30
290,92,154,209
284,289,260,281
295,164,293,158
30,-121,-50,-201
-365,-546,-425,-566
-612,-462,-624,-100
-477,-370,-291,-459
-158,-135,-248,-119
-227,-488,-316,-371
-127,36,87,59
-52,-759,-21,-761
-737,-25,-733,-17
159,36,114,55
73,125,92,142
158,173,152,144
140,151,141,137
142,166,180,234
211,-56,95,-260
-150,136,72,357
313,345,264,265
-256,-462,-289,-475
-437,-474,-437,-478
-406,110,-428,57
93,-50,53,115
-388,-341,-253,-375
-384,-397,-396,-408
-396,-170,-389,-133
191,268,75,137
-144,-669,-231,-665
-617,-407,-627,-421
254,202,228,234
-224,-17,-257,-84
-261,-475,-97,-334
-299,-238,-481,-330
33,149,-40,133
157,180,113,165
270,112,231,189
14,-48,-19,-11
-141,-85,13,-66
-214,-344,-90,-179
-340,-620,-418,-601
-328,-284,-290,-310
-257,-467,-252,-515
-657,-625,-643,-669
-459,197,-211,277
165,226,167,317
289,321,335,323
321,97,344,-103
-195,-275,-262,-290
-460,-583,-493,-661
-541,75,-126,495
80,-23,281,266
-214,-296,203,108
-324,-7,115,35
51,42,-8,29
-31,-762,-66,-762
-730,-68,-740,-39
131,50,103,92
136,141,170,127
140,157,153,145
148,180,158,128
179,171,147,66
-83,-37,9,33
252,163,-9,23
50,66,-2,89
-322,-492,-286,-504
-453,-469,-450,-475
-430,70,-452,80
40,52,47,60
22,-334,82,-92
-396,-409,-392,-448
-390,-2,-335,105
101,145,91,189
-239,-662,-233,-666
-632,-407,-633,-419
255,240,246,208
-300,-175,-371,-273
-86,-148,-101,-112
-432,-375,-278,-488
-89,93,-245,-40
102,162,98,120
184,189,203,163
143,-41,137,154
-82,-19,12,-91
-5,-65,-66,-8
-447,-580,-241,-579
-278,-321,-264,-326
-248,-555,-278,-586
-632,-643,-651,-498
87,231,294,341
331,318,356,270
291,355,352,360
252,-258,84,-337
-269,-344,-292,-414
-539,-575,-620,-292
335,500,562,436
467,429,451,427
403,353,392,353
340,242,322,306
94,23,307,236
-70,-763,99,-764
-738,-28,-737,-12
125,154,152,117
136,148,137,145
137,163,165,168
147,159,145,99
81,53,31,-43
41,-22,-110,-88
-2,-10,-91,-100
-40,2,-123,-56
-305,-503,-325,-508
-458,-487,-457,-486
-470,35,-483,24
17,51,0,21
49,58,45,43
-214,-424,58,-326
-162,151,-179,142
106,178,103,173
-224,-671,-223,-674
-639,-429,-640,-434
199,133,211,123
-416,-341,-396,-379
-139,-74,-193,-89
-147,-371,-96,-175
-414,-177,-437,-322
-33,119,-118,-7
150,222,151,180
149,75,247,144
115,61,35,30
-47,-79,45,2
-53,-399,-66,-116
-278,-322,-290,-261
-310,-593,-356,-651
-687,-28,-496,385
424,348,294,356
305,221,308,364
298,336,371,232
-129,-359,-294,-344
-360,-522,-451,-575
-640,25,-572,310
535,451,523,447
458,411,436,413
366,345,376,358
327,287,324,282
288,270,280,264
108,-764,111,-765
-735,19,-727,48
168,139,181,156
148,162,184,172
154,171,174,116
103,110,38,-1
-31,-181,-250,-207
-153,-126,-209,-197
-124,-151,-174,-154
-141,-66,-147,-109
-311,-522,-331,-518
-470,-483,-473,-478
-500,-1,-508,-49
-19,12,-38,-10
37,42,-7,31
34,42,38,33
-186,51,87,68
86,170,79,182
-216,-677,-247,-673
-643,-416,-645,-417
228,239,194,198
-274,-417,62,-444
-234,-100,-266,-142
-58,-112,-30,-29
-225,-484,-123,-301
-242,-114,-494,-88
42,146,-67,68
199,237,120,216
107,46,113,61
-5,26,14,-6
21,-101,45,62
-230,-384,-77,-540
-585,-691,-660,-508
-20,409,379,323
317,379,355,335
341,363,385,350
308,83,225,-66
-385,-369,-421,-453
-561,-576,-576,-601
-390,448,-144,430
409,412,317,343
368,340,342,298
335,306,286,245
275,230,210,172
193,187,165,140
38,-766,-2,-763
-733,64,-727,49
142,175,130,172
154,154,162,117
121,74,87,-19
-101,-272,-324,-292
-263,-223,-292,-306
-201,-211,-242,-203
-192,-192,-206,-210
-198,-177,-210,-180
-341,-524,-349,-528
-461,-479,-468,-491
-524,-109,-533,-175
-82,-67,-124,-146
-36,-26,-128,-91
5,12,-74,-33
15,74,-6,28
51,153,42,109
-257,-671,-274,-675
-642,-406,-648,-411
231,163,223,156
286,-233,174,148
-353,-158,-379,-213
-30,21,-74,14
-15,-136,70,45
-450,-441,-158,-583
-164,-103,-425,-286
77,152,-140,65
116,-19,130,-40
-46,-100,-69,-113
-173,-96,-85,219
8,-140,288,-100
-557,-40,-169,381
444,305,365,295
334,363,341,323
387,317,312,252
143,-211,65,-297
-455,-551,-549,-583
-558,-603,-563,-562
24,415,33,331
339,318,303,269
315,294,262,267
282,256,239,213
218,178,164,170
152,133,129,104
3,-767,-55,-767
-731,-4,-738,-9
166,187,169,159
136,80,118,13
-72,-429,-448,-513
-428,-387,-480,-482
-341,-336,-455,-360
-344,-318,-384,-400
-230,-200,-369,-313
-239,-216,-272,-240
-343,-522,-345,-519
-466,-496,-462,-486
-545,-208,-551,-228
-188,-114,-155,-90
-108,-68,-42,-6
-81,-72,-9,-2
-74,-63,-11,-27
-42,66,-79,-80
-273,-676,-377,-671
-650,-434,-663,-451
137,96,82,14
126,146,39,109
-1,-350,287,-157
