732,588
698,545
631,575
607,542
635,653
603,616
542,548
524,541
577,644
510,604
453,723
400,657
549,520
470,447
481,484
418,411
576,586
513,558
541,536
495,503
559,562
514,477
519,517
462,464
637,418
631,373
577,474
499,392
541,444
533,410
466,420
424,374
444,560
442,512
461,481
444,463
414,524
380,508
399,470
352,440
497,455
461,385
439,434
400,395
429,447
408,424
434,399
364,390
338,561
318,511
276,558
244,483
307,464
320,386
296,398
273,382
390,413
339,375
392,362
366,356
344,407
330,353
298,361
279,306
561,354
511,331
465,356
431,312
474,250
452,233
426,226
409,200
471,315
420,280
393,319
367,290
406,261
387,237
347,257
315,232
356,326
314,308
318,329
301,288
332,282
316,262
285,263
260,229
406,177
356,181
332,203
307,182
283,236
281,210
269,181
256,171
158,673
155,638
78,562
77,505
202,542
180,476
149,501
138,472
253,413
215,389
175,417
145,399
221,346
210,331
183,340
162,316
291,340
261,296
254,333
231,284
278,278
254,269
222,267
246,245
228,311
208,298
184,298
170,246
161,272
136,246
110,267
79,227
585,-30
527,-38
564,257
566,139
465,156
398,128
485,63
432,62
424,116
379,80
351,134
315,114
355,43
332,12
349,-24
299,-2
324,145
287,106
253,139
224,129
282,61
240,70
225,93
190,104
326,-80
296,-38
263,-44
221,-68
247,22
207,38
196,-3
158,-10
90,413
97,366
20,399
29,350
135,363
112,339
122,298
84,293
-58,324
-5,296
-66,282
-86,228
18,271
38,228
0,206
-4,176
212,246
184,223
213,224
206,195
235,202
211,164
187,172
186,153
170,204
161,171
139,195
138,170
104,216
80,194
90,171
90,143
171,139
147,131
158,104
126,95
119,132
101,118
95,85
73,86
165,60
148,25
130,49
110,26
105,52
94,28
72,56
55,41
44,156
28,133
61,124
39,98
-42,147
-5,135
6,102
2,80
-76,126
-55,99
-34,68
-20,49
24,69
26,50
5,44
13,22
695,-400
553,-495
426,-308
389,-442
597,-133
442,-97
402,-168
360,-164
297,-238
284,-136
171,-194
165,-143
217,-304
147,-266
73,-222
92,-180
206,-95
173,-91
142,-55
118,-54
98,-122
62,-121
40,-123
45,-84
30,-60
13,-47
81,-48
37,-34
92,-3
64,12
44,22
33,-3
-751,-621
-755,-565
-635,-637
-570,-555
-668,-658
-669,-612
-618,-596
-544,-535
-756,-491
-747,-473
-756,-451
-754,-396
-746,-364
-753,-328
-788,-291
-656,-293
-518,-702
-538,-615
-594,-635
-517,-568
-602,-529
-542,-503
-522,-493
-483,-436
-566,-591
-482,-526
-492,-553
-458,-485
-483,-601
-478,-503
-445,-529
-416,-509
-599,-610
-535,-552
-573,-516
-523,-467
-609,-415
-575,-382
-531,-420
-505,-401
-580,-487
-506,-502
-490,-464
-454,-415
-441,-448
-410,-430
-424,-402
-382,-384
-534,-361
-517,-324
-543,-255
-529,-226
-483,-272
-405,-299
-447,-272
-397,-254
-465,-391
-448,-357
-410,-361
-371,-344
-432,-315
-377,-306
-343,-299
-333,-261
-265,-756
-253,-690
-192,-756
-174,-688
-148,-829
-158,-756
-120,-756
-85,-756
-27,-816
-24,-691
-19,-757
-22,-673
48,-831
46,-692
48,-757
42,-625
140,-876
130,-758
133,-831
123,-702
199,-625
179,-543
192,-593
171,-495
-205,-550
-160,-466
-185,-427
-154,-399
-36,-444
-62,-367
74,-397
85,-294
-378,-494
-340,-438
-345,-472
-313,-444
-411,-458
-351,-412
-380,-415
-338,-372
-380,-652
-316,-553
-376,-558
-339,-496
-257,-598
-231,-484
-263,-435
-234,-405
-374,-446
-302,-378
-291,-396
-262,-371
-327,-344
-313,-320
-285,-289
-260,-300
-226,-341
-199,-324
-221,-310
-177,-288
-237,-270
-218,-233
-206,-271
-188,-243
-993,-102
-890,-91
-741,-92
-687,-95
-743,-261
-741,-208
-802,-171
-739,-148
-737,-19
-664,-17
-710,-32
-657,-30
-730,150
-687,104
-733,88
-627,80
-565,307
-528,290
-522,80
-469,149
-432,96
-406,39
-376,88
-346,86
-515,-11
-472,-7
-444,-95
-407,-74
-368,4
-311,-14
-259,23
-219,-18
-465,-168
-407,-164
-414,-224
-370,-190
-374,-223
-325,-212
-334,-156
-296,-164
-290,-245
-255,-233
-282,-206
-249,-192
-219,-211
-200,-199
-150,-207
-158,-175
-323,-96
-278,-128
-291,-74
-251,-72
-237,-126
-219,-72
-206,-121
-187,-97
-205,-164
-183,-145
-140,-152
-158,-118
-176,-72
-149,-76
-118,-111
-107,-85
-196,-362
-163,-344
-119,-388
-100,-338
-141,-322
-151,-297
-113,-304
-125,-260
-81,-297
-53,-289
32,-273
-28,-252
-64,-244
-69,-205
-24,-219
-24,-187
-108,-205
-93,-175
-100,-144
-72,-120
7,-199
7,-163
-48,-167
-48,-141
-27,-126
-33,-103
8,-119
-4,-94
-44,-81
-43,-64
-6,-62
-21,-44
-177,393
-177,309
-275,307
-258,268
-310,205
-210,213
-141,201
-172,159
-278,97
-241,87
-193,68
-170,74
-189,31
-146,16
-126,63
-102,56
-171,-15
-146,-42
-118,-52
-100,-32
-90,-54
-75,-70
-71,-29
-55,-32
-79,35
-76,10
-43,32
-47,5
-45,-14
-31,-21
-15,-10
-7,6
0,0
