0,17,0,5956.674138,4.087463,1,1,
0,33,1,1021.761507,5.044394,1,1,
0,65,2,1127.997328,6.022368,1,1,
0,129,3,600000036.776367,2.204491,1,1,
0,257,4,600000012.221930,2.602250,1,1,
0,513,5,600000001.559601,3.001126,1,1,
0,1025,6,600000000.365434,3.400563,1,1,
0,2049,7,600000000.134576,3.800282,1,1,
0,4097,8,600000000.051404,4.200141,1,1,
0,8193,9,600000000.006302,4.600070,1,1,
0,17,10,11367.577615,2.043731,1,2,
0,33,11,7086.091878,2.522197,1,2,
0,65,12,3690.471288,3.011184,1,2,
0,129,13,2180.372725,3.505614,1,2,
0,257,14,925.762929,4.002812,1,2,
0,513,15,624.264482,4.501408,1,2,
0,1025,16,200000187.268359,3.800563,1,2,
0,2049,17,200000102.869553,4.200282,1,2,
0,4097,18,200000057.531230,4.600141,1,2,
0,8193,19,200000038.396450,5.000070,1,2,
0,17,20,10082.339407,2.043731,2,1,
0,33,21,6545.729218,2.522197,2,1,
0,65,22,3088.738904,3.011184,2,1,
0,129,23,1989.200283,3.505614,2,1,
0,257,24,1081.259094,4.002812,2,1,
0,513,25,638.008832,4.501408,2,1,
0,1025,26,345.053080,5.000704,2,1,
0,2049,27,190.768728,5.500352,2,1,
0,4097,28,126.530459,6.000176,2,1,
0,8193,29,106.844250,6.500088,2,1,
0,17,30,21533.622361,1.021866,2,2,
0,33,31,14602.288616,1.261099,2,2,
0,65,32,10354.204283,1.505592,2,2,
0,129,33,7382.278421,1.752807,2,2,
0,257,34,5170.438853,2.001406,2,2,
0,513,35,3925.060516,2.250704,2,2,
0,1025,36,2974.314405,2.500352,2,2,
0,2049,37,2152.408294,2.750176,2,2,
0,4097,38,1658.536771,3.000088,2,2,
0,8193,39,1429.462954,3.250044,2,2,
0,17,40,400011508.659158,1.021866,1,4,
0,33,41,400008567.808403,1.261099,1,4,
0,65,42,400006594.877859,0.503355,1,4,
0,129,43,400004805.135860,0.651684,1,4,
0,257,44,400003541.480131,0.800844,1,4,
0,513,45,400002690.497929,0.950422,1,4,
0,1025,46,400001838.042958,1.100211,1,4,
0,2049,47,400001405.044883,1.250106,1,4,
0,4097,48,400001056.056531,1.400053,1,4,
0,8193,49,400000884.257590,1.550026,1,4,
0,17,50,23491.883869,1.021866,4,1,
0,33,51,15113.668583,1.261099,4,1,
0,65,52,10800.061365,1.505592,4,1,
0,129,53,7334.053952,1.752807,4,1,
0,257,54,5598.767354,2.001406,4,1,
0,513,55,4042.505522,2.250704,4,1,
0,1025,56,3027.787219,2.500352,4,1,
0,2049,57,2284.200416,2.750176,4,1,
0,4097,58,1683.972152,3.000088,4,1,
0,8193,59,1408.877596,3.250044,4,1,
0,17,60,29206.261591,0.510933,2,4,
0,33,61,23875.141770,0.630549,2,4,
0,65,62,18803.249935,0.752796,2,4,
0,129,63,15984.845503,0.876403,2,4,
0,257,64,13183.553199,1.000703,2,4,
0,513,65,11079.636561,1.125352,2,4,
0,1025,66,9426.245254,1.250176,2,4,
0,2049,67,7771.511735,1.375088,2,4,
0,4097,68,7003.843529,1.500044,2,4,
0,8193,69,6506.014167,1.625022,2,4,
0,17,70,29680.595980,0.510933,4,2,
0,33,71,22398.273773,0.630549,4,2,
0,65,72,18658.607064,0.752796,4,2,
0,129,73,14785.950135,0.876403,4,2,
0,257,74,12956.394996,1.000703,4,2,
0,513,75,10463.012022,1.125352,4,2,
0,1025,76,8884.864136,1.250176,4,2,
0,2049,77,7600.793403,1.375088,4,2,
0,4097,78,6820.674600,1.500044,4,2,
0,8193,79,6318.249893,1.625022,4,2,
0,17,80,38558.348386,0.255466,4,4,
0,33,81,32818.298664,0.315275,4,4,
0,65,82,27130.850401,0.376398,4,4,
0,129,83,24108.885608,0.438202,4,4,
0,257,84,21314.767915,0.500352,4,4,
0,513,85,19524.418817,0.562676,4,4,
0,1025,86,17214.824004,0.625088,4,4,
0,2049,87,15980.092749,0.687544,4,4,
0,4097,88,15089.716210,0.750022,4,4,
0,8193,89,14853.303509,0.812511,4,4,
0,17,90,400022930.827166,0.510933,1,8,
0,33,91,400017806.034517,0.630549,1,8,
0,65,92,400014723.827153,0.051678,1,8,
0,129,93,400012283.763805,0.125842,1,8,
0,257,94,400010211.848697,0.200422,1,8,
0,513,95,400008553.038111,0.275211,1,8,
0,1025,96,400007331.129204,0.350106,1,8,
0,2049,97,400006143.948031,0.425053,1,8,
0,4097,98,400005324.445861,0.500026,1,8,
0,8193,99,400005014.345591,0.575013,1,8,
0,17,100,31734.224494,0.510933,8,1,
0,33,101,24809.116933,0.630549,8,1,
0,65,102,19408.370329,0.752796,8,1,
0,129,103,16839.664224,0.876403,8,1,
0,257,104,13678.676759,1.000703,8,1,
0,513,105,11679.854368,1.125352,8,1,
0,1025,106,9859.914291,1.250176,8,1,
0,2049,107,8550.179830,1.375088,8,1,
0,4097,108,7616.485641,1.500044,8,1,
0,8193,109,6985.424393,1.625022,8,1,
0,17,110,400025438.215997,0.255466,2,8,
0,33,111,400019842.322448,0.315275,2,8,
0,65,112,400018405.103799,-0.174161,2,8,
0,129,113,400015810.695394,-0.137079,2,8,
0,257,114,400014958.869644,-0.099789,2,8,
0,513,115,400013226.852206,-0.062394,2,8,
0,1025,116,400012487.564435,-0.024947,2,8,
0,2049,117,400011381.371921,0.012526,2,8,
0,4097,118,400011095.175833,0.050013,2,8,
0,8193,119,400010933.122838,0.087507,2,8,
0,17,120,39189.439946,0.255466,8,2,
0,33,121,34223.306602,0.315275,8,2,
0,65,122,27949.309854,0.376398,8,2,
0,129,123,25609.850426,0.438202,8,2,
0,257,124,21903.296115,0.500352,8,2,
0,513,125,200017548.638424,0.250141,8,2,
0,1025,126,200016283.881007,0.300070,8,2,
0,2049,127,200014986.611421,0.350035,8,2,
0,4097,128,200014345.539949,0.400018,8,2,
0,8193,129,200013944.584363,0.450009,8,2,
0,17,130,400028786.850749,0.127733,4,8,
0,33,131,400025379.511977,0.157637,4,8,
0,65,132,400021994.179103,-0.287081,4,8,
0,129,133,400021129.313318,-0.268539,4,8,
0,257,134,400020390.894791,-0.249895,4,8,
0,513,135,400018245.678131,-0.231197,4,8,
0,1025,136,400017603.022533,-0.212474,4,8,
0,2049,137,400016884.259653,-0.193737,4,8,
0,4097,138,400016570.522363,-0.174993,4,8,
0,8193,139,400016399.748040,-0.156247,4,8,
0,17,140,47114.966778,0.127733,8,4,
0,33,141,41179.489558,0.157637,8,4,
0,65,142,36859.009460,0.188199,8,4,
0,129,143,34617.323794,0.219101,8,4,
0,257,144,200028936.504446,0.000141,8,4,
0,513,145,200027093.997158,0.025070,8,4,
0,1025,146,200025598.227865,0.050035,8,4,
0,2049,147,200025148.113133,0.075018,8,4,
0,4097,148,400016661.065825,-0.174993,8,4,
0,8193,149,400016419.907408,-0.156247,8,4,
0,17,150,60047.459443,0.063867,8,8,
0,33,151,55162.771714,0.078819,8,8,
0,65,152,53076.815080,0.094099,8,8,
0,129,153,200033864.404443,-0.112360,8,8,
0,257,154,200032421.172008,-0.099930,8,8,
0,513,155,200031419.352136,-0.087465,8,8,
0,1025,156,400027557.910856,-0.306237,8,8,
0,2049,157,600017117.150797,-0.531246,8,8,
0,4097,158,600017032.058698,-0.524998,8,8,
0,8193,159,600016879.615728,-0.518749,8,8,
1,17,0,121.287437,4.087463,1,1,
1,33,1,62.811086,5.044394,1,1,
1,65,2,48.132505,6.022368,1,1,
1,129,3,12.247079,7.011227,1,1,
1,257,4,8.068849,8.005625,1,1,
1,513,5,2.563545,9.002815,1,1,
1,1025,6,2.319957,10.001408,1,1,
1,2049,7,0.779538,11.000704,1,1,
1,4097,8,0.408145,12.000352,1,1,
1,8193,9,0.204914,13.000176,1,1,
1,17,10,186.100722,2.043731,1,2,
1,33,11,108.701691,2.522197,1,2,
1,65,12,70.140876,3.011184,1,2,
1,129,13,36.031479,3.505614,1,2,
1,257,14,24.764035,4.002812,1,2,
1,513,15,11.880831,4.501408,1,2,
1,1025,16,6.348212,5.000704,1,2,
1,2049,17,3.431008,5.500352,1,2,
1,4097,18,2.153750,6.000176,1,2,
1,8193,19,1.545986,6.500088,1,2,
1,17,20,158.054497,2.043731,2,1,
1,33,21,88.136019,2.522197,2,1,
1,65,22,61.087252,3.011184,2,1,
1,129,23,34.858780,3.505614,2,1,
1,257,24,18.763559,4.002812,2,1,
1,513,25,12.258760,4.501408,2,1,
1,1025,26,6.004875,5.000704,2,1,
1,2049,27,3.820501,5.500352,2,1,
1,4097,28,2.203749,6.000176,2,1,
1,8193,29,1.266460,6.500088,2,1,
1,17,30,242.466361,1.021866,2,2,
1,33,31,202.541902,1.261099,2,2,
1,65,32,145.903361,1.505592,2,2,
1,129,33,105.123268,1.752807,2,2,
1,257,34,78.607890,2.001406,2,2,
1,513,35,55.451404,2.250704,2,2,
1,1025,36,37.120607,2.500352,2,2,
1,2049,37,30.991359,2.750176,2,2,
1,4097,38,21.789632,3.000088,2,2,
1,8193,39,16.417697,3.250044,2,2,
1,17,40,259.129991,1.021866,1,4,
1,33,41,204.256427,1.261099,1,4,
1,65,42,166.268212,1.505592,1,4,
1,129,43,123.143039,1.752807,1,4,
1,257,44,86.912618,2.001406,1,4,
1,513,45,66.596844,2.250704,1,4,
1,1025,46,44.265541,2.500352,1,4,
1,2049,47,34.517402,2.750176,1,4,
1,4097,48,23.956185,3.000088,1,4,
1,8193,49,19.537842,3.250044,1,4,
1,17,50,228.498629,1.021866,4,1,
1,33,51,178.580073,1.261099,4,1,
1,65,52,125.457194,1.505592,4,1,
1,129,53,95.423777,1.752807,4,1,
1,257,54,68.213298,2.001406,4,1,
1,513,55,47.481973,2.250704,4,1,
1,1025,56,34.866904,2.500352,4,1,
1,2049,57,25.728479,2.750176,4,1,
1,4097,58,17.105507,3.000088,4,1,
1,8193,59,13.830304,3.250044,4,1,
1,17,60,321.589593,0.510933,2,4,
1,33,61,278.462447,0.630549,2,4,
1,65,62,246.985977,0.752796,2,4,
1,129,63,203.544694,0.876403,2,4,
1,257,64,164.975776,1.000703,2,4,
1,513,65,140.847112,1.125352,2,4,
1,1025,66,114.562385,1.250176,2,4,
1,2049,67,96.788354,1.375088,2,4,
1,4097,68,81.579926,1.500044,2,4,
1,8193,69,71.570200,1.625022,2,4,
1,17,70,306.654664,0.510933,4,2,
1,33,71,263.621525,0.630549,4,2,
1,65,72,215.928523,0.752796,4,2,
1,129,73,184.451704,0.876403,4,2,
1,257,74,147.242502,1.000703,4,2,
1,513,75,115.518117,1.125352,4,2,
1,1025,76,97.002443,1.250176,4,2,
1,2049,77,80.755968,1.375088,4,2,
1,4097,78,66.175679,1.500044,4,2,
1,8193,79,57.050237,1.625022,4,2,
1,17,80,346.513063,0.255466,4,4,
1,33,81,323.244789,0.315275,4,4,
1,65,82,292.491450,0.376398,4,4,
1,129,83,264.875692,0.438202,4,4,
1,257,84,227.449852,0.500352,4,4,
1,513,85,197.503895,0.562676,4,4,
1,1025,86,174.946089,0.625088,4,4,
1,2049,87,155.734360,0.687544,4,4,
1,4097,88,139.701208,0.750022,4,4,
1,8193,89,133.748686,0.812511,4,4,
1,17,90,322.837745,0.510933,1,8,
1,33,91,288.732927,0.630549,1,8,
1,65,92,257.742421,0.752796,1,8,
1,129,93,222.251447,0.876403,1,8,
1,257,94,188.704306,1.000703,1,8,
1,513,95,158.614681,1.125352,1,8,
1,1025,96,134.392471,1.250176,1,8,
1,2049,97,111.847086,1.375088,1,8,
1,4097,98,95.725316,1.500044,1,8,
1,8193,99,85.891431,1.625022,1,8,
1,17,100,305.804348,0.510933,8,1,
1,33,101,253.787111,0.630549,8,1,
1,65,102,212.386136,0.752796,8,1,
1,129,103,170.136411,0.876403,8,1,
1,257,104,138.857179,1.000703,8,1,
1,513,105,116.975666,1.125352,8,1,
1,1025,106,98.369841,1.250176,8,1,
1,2049,107,83.208304,1.375088,8,1,
1,4097,108,68.493325,1.500044,8,1,
1,8193,109,58.658796,1.625022,8,1,
1,17,110,353.691492,0.255466,2,8,
1,33,111,332.217213,0.315275,2,8,
1,65,112,307.915070,0.376398,2,8,
1,129,113,281.168353,0.438202,2,8,
1,257,114,250.666740,0.500352,2,8,
1,513,115,225.755568,0.562676,2,8,
1,1025,116,199.693459,0.625088,2,8,
1,2049,117,182.761411,0.687544,2,8,
1,4097,118,169.985398,0.750022,2,8,
1,8193,119,160.529277,0.812511,2,8,
1,17,120,343.889174,0.255466,8,2,
1,33,121,313.876360,0.315275,8,2,
1,65,122,283.907773,0.376398,8,2,
1,129,123,256.957891,0.438202,8,2,
1,257,124,214.287394,0.500352,8,2,
1,513,125,190.490633,0.562676,8,2,
1,1025,126,171.518611,0.625088,8,2,
