1,1,16,35.570362,4.000000
1,1,32,41.588750,5.000000
1,1,64,46.356085,6.000000
1,1,128,51.127738,7.000000
1,2,16,26.699721,2.000000
1,2,32,29.930462,2.500000
1,2,64,32.988933,3.000000
1,2,128,35.774830,3.500000
1,2,256,38.596154,4.000000
1,2,512,41.348520,4.500000
1,2,1024,44.277673,5.000000
1,2,2048,46.927501,5.500000
1,2,4096,49.648807,6.000000
1,2,8192,52.855416,6.500000
1,2,16384,55.972236,7.000000
2,1,16,28.429764,2.000000
2,1,32,31.256090,2.500000
2,1,64,33.782117,3.000000
2,1,128,37.022900,3.500000
2,1,256,40.114724,4.000000
2,1,512,42.867666,4.500000
2,1,1024,45.853146,5.000000
2,1,2048,48.639588,5.500000
2,1,4096,51.520194,6.000000
2,1,8192,54.786811,6.500000
2,1,16384,58.294621,7.000000
2,2,16,25.111997,1.000000
2,2,32,26.360099,1.250000
2,2,64,28.364039,1.500000
2,2,128,29.876989,1.750000
2,2,256,31.468433,2.000000
2,2,512,32.766195,2.250000
2,2,1024,34.126397,2.500000
2,2,2048,35.488757,2.750000
2,2,4096,37.031211,3.000000
2,2,8192,38.460576,3.250000
2,2,16384,39.841321,3.500000
2,4,16,22.604597,0.500000
2,4,32,24.139025,0.625000
2,4,64,25.299401,0.750000
2,4,128,26.263218,0.875000
2,4,256,27.162698,1.000000
2,4,512,28.000048,1.125000
2,4,1024,28.751182,1.250000
2,4,2048,29.590695,1.375000
2,4,4096,30.447610,1.500000
2,4,8192,31.202596,1.625000
2,4,16384,31.955098,1.750000
4,2,16,23.332437,0.500000
4,2,32,24.542130,0.625000
4,2,64,25.539650,0.750000
4,2,128,26.618065,0.875000
4,2,256,27.599628,1.000000
4,2,512,28.555356,1.125000
4,2,1024,29.421981,1.250000
4,2,2048,30.215030,1.375000
4,2,4096,30.965900,1.500000
4,2,8192,31.672629,1.625000
4,2,16384,32.455833,1.750000
4,4,16,21.614983,0.250000
4,4,32,22.003507,0.312500
4,4,64,23.480064,0.375000
4,4,128,24.440553,0.437500
4,4,256,25.158250,0.500000
4,4,512,25.803937,0.562500
4,4,1024,26.389704,0.625000
4,4,2048,26.962118,0.687500
4,4,4096,27.476269,0.750000
4,4,8192,27.962588,0.812500
4,4,16384,28.508742,0.875000
4,8,16,20.010528,0.125000
4,8,32,21.014499,0.156250
4,8,64,21.847570,0.187500
4,8,128,22.664422,0.218750
4,8,256,23.226271,0.250000
4,8,512,23.729259,0.281250
4,8,1024,24.174944,0.312500
4,8,2048,24.587001,0.343750
4,8,4096,24.944253,0.375000
4,8,8192,25.282860,0.406250
4,8,16384,25.604734,0.437500
8,4,16,20.573505,0.125000
8,4,32,21.426007,0.156250
8,4,64,22.164458,0.187500
8,4,128,22.921118,0.218750
8,4,256,23.559666,0.250000
8,4,512,24.017744,0.281250
8,4,1024,24.492348,0.312500
8,4,2048,24.925927,0.343750
8,4,4096,25.244543,0.375000
8,4,8192,25.581843,0.406250
8,4,16384,25.981016,0.437500
8,8,16,19.384539,0.062500
8,8,32,20.145387,0.078125
8,8,64,20.954590,0.093750
8,8,128,21.415330,0.109375
8,8,256,21.963713,0.125000
8,8,512,22.420062,0.140625
8,8,1024,22.717764,0.156250
8,8,2048,23.024988,0.171875
8,8,4096,23.306956,0.187500
8,8,8192,23.533942,0.203125
8,8,16384,23.791233,0.218750
